                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                0.91504,                0.53473,                0.97166,                0.92316,                 0.8329,                0.91774,                0.66779,                0.90461,                0.47673,                 0.9861,               0.007096,               0.007096,               0.007096
                     91,                0.90087,                0.52583,                0.96932,                0.93261,                0.82237,                0.91553,                0.67358,                0.87698,                 0.4696,                 0.9836,               0.007063,               0.007063,               0.007063
                     92,                0.92212,                 0.5366,                 0.9736,                0.92546,                0.83457,                0.91802,                0.66717,                0.89827,                0.47096,                0.98915,                0.00703,                0.00703,                0.00703
                     93,                 0.9163,                0.53008,                0.96987,                0.93263,                0.82952,                0.91782,                0.67777,                0.86252,                0.46168,                0.97554,               0.006997,               0.006997,               0.006997
                     94,                0.90675,                0.53403,                 0.9731,                0.92801,                0.83576,                0.91846,                0.66566,                 0.8956,                0.46667,                0.98279,               0.006964,               0.006964,               0.006964
                     95,                0.90015,                0.52405,                0.96869,                0.93242,                0.82515,                0.91598,                 0.6805,                0.85366,                0.46013,                 0.9691,               0.006931,               0.006931,               0.006931
                     96,                0.92664,                0.53542,                0.97463,                0.91996,                0.83666,                0.91456,                0.67399,                0.86837,                0.46338,                0.97566,               0.006898,               0.006898,               0.006898
                     97,                0.90576,                0.52477,                0.97275,                0.93197,                0.82331,                0.91595,                0.67648,                0.85962,                0.45814,                0.97209,               0.006865,               0.006865,               0.006865
                     98,                 0.9031,                 0.5263,                0.96955,                0.92556,                0.83725,                0.91681,                0.67923,                0.85313,                0.45582,                0.97084,               0.006832,               0.006832,               0.006832
                     99,                0.88851,                0.52019,                0.96067,                0.92435,                0.84708,                0.92345,                0.68389,                0.85388,                0.45207,                0.96743,               0.006799,               0.006799,               0.006799
                    100,                0.91079,                0.52392,                0.96709,                0.92415,                0.84082,                0.91978,                0.66939,                0.88924,                0.46475,                 0.9784,               0.006766,               0.006766,               0.006766
                    101,                0.90065,                0.51994,                0.97319,                0.92261,                0.84023,                0.91936,                0.68029,                0.85776,                0.45455,                 0.9725,               0.006733,               0.006733,               0.006733
                    102,                0.90436,                0.51915,                0.96577,                  0.924,                 0.8319,                0.91735,                0.67617,                0.86155,                0.45621,                0.97061,                 0.0067,                 0.0067,                 0.0067
                    103,                0.89602,                0.51429,                0.96675,                0.91555,                0.85155,                0.92006,                0.67518,                0.87125,                0.45428,                0.97103,               0.006667,               0.006667,               0.006667
                    104,                0.89664,                0.52007,                0.96426,                0.91906,                0.84588,                0.91989,                0.68391,                0.84994,                0.45043,                0.97037,               0.006634,               0.006634,               0.006634
                    105,                0.89502,                0.51571,                0.97016,                0.92103,                0.85153,                0.92181,                0.67855,                 0.8617,                0.44952,                0.97106,               0.006601,               0.006601,               0.006601
                    106,                0.88893,                0.51762,                0.95824,                 0.9287,                0.84092,                0.92212,                0.68021,                0.86716,                0.45137,                0.97393,               0.006568,               0.006568,               0.006568
                    107,                0.88686,                0.50912,                0.95735,                0.91877,                0.84469,                0.92285,                0.68281,                0.85022,                0.44844,                0.96642,               0.006535,               0.006535,               0.006535
                    108,                0.88886,                0.51824,                0.96532,                0.93495,                0.83815,                0.92043,                0.68583,                0.85479,                0.45129,                0.97038,               0.006502,               0.006502,               0.006502
                    109,                0.88944,                0.51641,                 0.9616,                 0.9234,                0.84291,                0.92041,                0.68658,                0.84808,                0.44994,                 0.9671,               0.006469,               0.006469,               0.006469
                    110,                0.89748,                0.51816,                0.96287,                0.92003,                 0.8438,                0.91824,                0.67386,                0.87489,                0.45503,                0.97458,               0.006436,               0.006436,               0.006436
                    111,                0.90002,                0.52319,                0.96782,                0.93565,                0.84797,                 0.9229,                0.68699,                0.85757,                0.44882,                0.97232,               0.006403,               0.006403,               0.006403
                    112,                 0.8957,                0.51042,                0.95748,                0.92789,                0.84171,                0.92242,                0.68829,                0.84333,                0.44906,                0.96752,                0.00637,                0.00637,                0.00637
                    113,                 0.8849,                0.50929,                0.96027,                0.92379,                0.85114,                0.92353,                0.69216,                 0.8357,                0.44036,                0.96286,               0.006337,               0.006337,               0.006337
                    114,                0.88326,                0.51197,                0.96107,                0.92853,                0.84558,                0.92308,                0.68514,                0.84851,                0.44605,                0.96905,               0.006304,               0.006304,               0.006304
                    115,                0.88141,                0.50222,                0.95466,                0.91953,                0.85481,                0.92367,                0.68568,                0.84684,                0.44562,                0.96693,               0.006271,               0.006271,               0.006271
                    116,                0.87486,                0.50231,                 0.9537,                0.91134,                0.85689,                0.92528,                0.69118,                0.83144,                0.44195,                0.96399,               0.006238,               0.006238,               0.006238
                    117,                0.88032,                0.50646,                0.96017,                0.92155,                0.84928,                0.92534,                 0.6901,                0.84402,                0.44209,                0.96595,               0.006205,               0.006205,               0.006205
                    118,                0.87637,                0.49926,                0.95927,                0.92788,                 0.8383,                0.92367,                 0.6911,                0.83759,                0.44153,                0.96232,               0.006172,               0.006172,               0.006172
                    119,                0.88356,                0.50523,                0.95741,                0.93004,                0.84528,                0.92534,                0.69093,                 0.8347,                0.44084,                0.96227,               0.006139,               0.006139,               0.006139
                    120,                0.88347,                0.51308,                0.96436,                0.92759,                0.85242,                0.92637,                0.69323,                0.83252,                0.43682,                0.96133,               0.006106,               0.006106,               0.006106
                    121,                0.88718,                0.51138,                0.96377,                0.94045,                0.84576,                0.92779,                0.69516,                0.83565,                0.44002,                0.96443,               0.006073,               0.006073,               0.006073
                    122,                0.88013,                0.49949,                0.95705,                0.93033,                0.85242,                0.92998,                0.69553,                0.83863,                0.43871,                0.96574,                0.00604,                0.00604,                0.00604
                    123,                0.88878,                0.50288,                0.95683,                0.92891,                0.85719,                0.92849,                0.69743,                0.83955,                0.43557,                0.96921,               0.006007,               0.006007,               0.006007
                    124,                0.86652,                0.49816,                 0.9599,                0.92878,                0.85748,                0.92645,                0.69268,                0.84589,                0.43676,                0.96961,               0.005974,               0.005974,               0.005974
                    125,                0.85187,                0.48725,                0.94902,                0.92789,                0.85272,                0.92494,                0.69524,                0.83489,                0.43147,                0.96619,               0.005941,               0.005941,               0.005941
                    126,                0.88475,                0.50028,                0.95786,                0.92217,                0.85778,                0.92406,                0.69179,                0.83743,                0.43178,                0.96644,               0.005908,               0.005908,               0.005908
                    127,                0.86744,                0.49023,                0.95269,                0.92381,                  0.856,                0.92521,                0.69403,                0.83528,                0.43643,                0.96586,               0.005875,               0.005875,               0.005875
                    128,                0.86451,                0.48616,                0.94891,                 0.9274,                0.85421,                0.92552,                0.69855,                0.82293,                0.43379,                0.96089,               0.005842,               0.005842,               0.005842
                    129,                0.86872,                0.49684,                0.95541,                0.92287,                0.85085,                0.92374,                 0.6917,                0.83554,                0.43589,                0.96503,               0.005809,               0.005809,               0.005809
                    130,                0.86324,                0.49183,                0.95004,                0.92462,                0.85391,                0.92536,                0.69442,                0.83076,                0.43538,                0.96321,               0.005776,               0.005776,               0.005776
                    131,                0.87317,                 0.4957,                0.95597,                0.92468,                0.85842,                0.92598,                0.69605,                0.84095,                 0.4354,                0.96442,               0.005743,               0.005743,               0.005743
                    132,                 0.8694,                0.49323,                0.95968,                0.92129,                0.85213,                0.92544,                 0.6961,                  0.841,                0.43238,                0.96574,                0.00571,                0.00571,                0.00571
                    133,                0.86393,                0.49254,                0.94791,                 0.9193,                0.85302,                0.92429,                0.69388,                0.84335,                0.43427,                0.96637,               0.005677,               0.005677,               0.005677
                    134,                0.86388,                0.48535,                0.94982,                0.93053,                 0.8489,                0.92458,                0.69726,                0.83159,                0.43204,                0.96204,               0.005644,               0.005644,               0.005644
                    135,                0.85303,                0.48381,                0.94858,                0.93358,                0.85311,                0.92679,                0.70062,                0.83071,                 0.4296,                0.96385,               0.005611,               0.005611,               0.005611
                    136,                0.85881,                0.48695,                0.94819,                0.93423,                0.85332,                0.92499,                  0.697,                0.83611,                0.43021,                 0.9638,               0.005578,               0.005578,               0.005578
                    137,                0.86427,                0.48785,                0.95177,                0.93323,                 0.8551,                0.92664,                0.69974,                0.83174,                0.43067,                0.96232,               0.005545,               0.005545,               0.005545
                    138,                0.85583,                0.48023,                0.95018,                0.93587,                0.85481,                0.92718,                 0.6982,                0.83043,                0.42893,                 0.9615,               0.005512,               0.005512,               0.005512
                    139,                0.85898,                 0.4809,                0.94525,                0.93711,                0.85562,                0.92884,                0.70091,                0.82723,                0.42591,                0.96121,               0.005479,               0.005479,               0.005479
                    140,                0.84161,                0.47424,                 0.9467,                0.94037,                 0.8493,                0.92891,                0.69987,                0.82592,                0.42598,                0.96089,               0.005446,               0.005446,               0.005446
                    141,                0.83985,                0.47633,                0.94271,                0.93543,                0.85242,                0.92752,                0.69932,                0.82776,                0.42552,                0.96179,               0.005413,               0.005413,               0.005413
                    142,                0.85644,                0.47964,                0.94813,                0.93263,                0.85667,                0.92963,                0.70069,                0.82977,                0.42528,                0.96139,                0.00538,                0.00538,                0.00538
                    143,                0.85293,                0.47741,                0.94086,                0.93306,                0.85427,                 0.9291,                0.69888,                0.82952,                0.42579,                 0.9616,               0.005347,               0.005347,               0.005347
                    144,                0.86378,                0.48431,                0.94946,                0.92748,                0.85272,                0.92895,                0.69689,                0.82934,                0.42536,                0.96236,               0.005314,               0.005314,               0.005314
                    145,                0.85995,                0.48699,                0.94656,                0.93537,                0.85421,                0.93064,                0.70065,                0.82598,                 0.4215,                0.96115,               0.005281,               0.005281,               0.005281
                    146,                0.85185,                0.48492,                0.94348,                0.93525,                0.85519,                0.92903,                0.70003,                0.82904,                0.42366,                0.96328,               0.005248,               0.005248,               0.005248
                    147,                0.85226,                0.47612,                 0.9406,                 0.9333,                0.85867,                0.92799,                0.70186,                0.82149,                0.42347,                 0.9599,               0.005215,               0.005215,               0.005215
                    148,                0.84223,                0.46908,                0.93982,                0.93576,                0.85807,                0.92843,                0.69979,                0.82514,                0.42464,                0.95979,               0.005182,               0.005182,               0.005182
                    149,                0.84841,                0.48062,                0.94311,                0.93663,                0.85302,                0.92748,                0.70032,                0.82242,                0.42474,                0.95921,               0.005149,               0.005149,               0.005149
                    150,                0.85547,                0.47858,                0.94368,                0.93369,                 0.8557,                 0.9269,                0.70031,                0.82196,                0.42368,                0.95953,               0.005116,               0.005116,               0.005116
                    151,                0.84915,                0.47222,                0.95015,                0.93768,                0.85629,                0.92756,                0.70377,                0.81194,                0.42125,                0.95766,               0.005083,               0.005083,               0.005083
                    152,                0.85477,                0.47904,                0.94127,                0.94101,                 0.8554,                0.92503,                0.70035,                0.81587,                 0.4231,                0.95695,                0.00505,                0.00505,                0.00505
                    153,                0.84655,                0.47265,                0.94384,                0.93726,                0.85778,                0.92645,                0.70255,                0.81741,                0.42207,                0.95827,               0.005017,               0.005017,               0.005017
                    154,                0.85353,                0.47594,                0.94657,                0.94129,                0.85867,                0.92805,                0.70505,                0.81469,                0.41922,                0.95692,               0.004984,               0.004984,               0.004984
                    155,                0.83165,                0.46812,                 0.9409,                0.93942,                0.86281,                0.92873,                0.70534,                0.81793,                0.41985,                0.95747,               0.004951,               0.004951,               0.004951
