                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                0.90605,                0.52712,                0.96838,                0.91939,                0.83478,                0.92128,                0.68011,                0.85794,                0.46264,                0.97158,               0.007063,               0.007063,               0.007063
                     92,                0.93019,                0.54215,                0.97195,                0.92828,                0.83071,                0.91496,                0.67146,                0.89066,                0.46957,                0.98103,                0.00703,                0.00703,                0.00703
                     93,                0.92339,                0.52907,                0.97003,                 0.9202,                0.84231,                0.91531,                0.68108,                0.85674,                 0.4609,                0.97318,               0.006997,               0.006997,               0.006997
                     94,                0.91377,                0.53643,                0.97268,                0.92844,                0.82743,                 0.9168,                0.67423,                0.87239,                0.46429,                0.97769,               0.006964,               0.006964,               0.006964
                     95,                0.91081,                0.52458,                 0.9691,                0.93195,                0.82862,                0.91849,                0.68224,                0.85361,                0.45667,                0.96855,               0.006931,               0.006931,               0.006931
                     96,                0.93266,                0.53534,                0.97614,                0.91435,                0.83857,                0.91758,                0.67626,                0.86781,                  0.462,                0.97363,               0.006898,               0.006898,               0.006898
                     97,                0.90567,                0.52356,                0.96903,                0.92446,                 0.8338,                0.91467,                0.67202,                0.88846,                0.46688,                 0.9824,               0.006865,               0.006865,               0.006865
                     98,                0.90518,                0.52455,                 0.9685,                0.92607,                0.83478,                0.91856,                0.67663,                0.87055,                0.46208,                0.97418,               0.006832,               0.006832,               0.006832
                     99,                0.89211,                0.51685,                0.96125,                0.92723,                0.83021,                0.91721,                0.67325,                0.87492,                0.46217,                0.97388,               0.006799,               0.006799,               0.006799
                    100,                0.91412,                0.51954,                0.96447,                0.91561,                 0.8425,                0.91802,                0.68177,                0.85759,                0.45514,                0.97116,               0.006766,               0.006766,               0.006766
                    101,                0.90796,                0.51802,                0.97576,                0.91784,                0.84528,                0.92041,                0.67829,                0.86703,                 0.4551,                0.97134,               0.006733,               0.006733,               0.006733
                    102,                0.90795,                0.51592,                0.96426,                0.92276,                0.84241,                0.91893,                0.68597,                0.84961,                0.45161,                0.96864,                 0.0067,                 0.0067,                 0.0067
                    103,                0.90339,                0.51802,                0.96596,                0.92322,                0.84439,                0.91864,                0.68947,                0.84117,                0.45047,                0.96514,               0.006667,               0.006667,               0.006667
                    104,                0.90253,                0.52286,                0.96489,                0.91812,                0.84737,                0.92302,                0.68604,                0.85429,                0.45376,                0.96758,               0.006634,               0.006634,               0.006634
                    105,                0.90241,                0.51846,                0.96875,                0.92178,                0.84847,                0.92303,                0.68778,                0.84468,                0.44934,                0.96362,               0.006601,               0.006601,               0.006601
                    106,                0.89369,                0.51643,                0.95661,                0.92502,                 0.8369,                0.92286,                 0.6865,                0.85426,                0.45026,                0.96713,               0.006568,               0.006568,               0.006568
                    107,                0.88635,                0.50774,                0.95362,                0.92807,                0.84073,                0.92531,                0.68549,                0.85535,                0.45035,                0.96575,               0.006535,               0.006535,               0.006535
