                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                0.89021,                0.51638,                 0.9626,                0.91845,                0.84783,                0.92448,                0.68711,                0.84558,                0.45373,                0.96201,               0.006502,               0.006502,               0.006502
                    109,                0.89204,                0.52026,                0.95988,                0.92539,                0.84112,                0.92497,                0.69125,                0.83627,                0.45102,                 0.9601,               0.006469,               0.006469,               0.006469
                    110,                0.89625,                0.51656,                0.95796,                0.91883,                0.84439,                0.92236,                0.67383,                0.86909,                0.45956,                0.96904,               0.006436,               0.006436,               0.006436
                    111,                0.89893,                0.52114,                0.96411,                0.90938,                0.85985,                 0.9244,                0.68397,                0.85216,                0.45522,                0.96582,               0.006403,               0.006403,               0.006403
                    112,                0.89578,                0.50774,                0.95402,                0.92541,                0.84536,                0.92662,                0.68604,                0.85023,                0.45007,                0.96488,                0.00637,                0.00637,                0.00637
                    113,                0.88511,                0.50885,                0.95634,                0.94039,                 0.8308,                0.92722,                0.69044,                0.83794,                0.44609,                0.95707,               0.006337,               0.006337,               0.006337
                    114,                0.88542,                0.51143,                0.95962,                0.91656,                0.84439,                0.92454,                0.68975,                0.84046,                 0.4513,                0.96311,               0.006304,               0.006304,               0.006304
                    115,                0.88352,                 0.5003,                0.95364,                0.92661,                0.83392,                0.92505,                0.68967,                0.84435,                0.45068,                0.96279,               0.006271,               0.006271,               0.006271
                    116,                0.87581,                0.49892,                0.95166,                 0.9046,                 0.8551,                0.92279,                0.68907,                0.83212,                0.44923,                0.96057,               0.006238,               0.006238,               0.006238
                    117,                0.88567,                0.50926,                0.95899,                 0.9104,                0.85253,                0.92251,                 0.6836,                0.85067,                 0.4495,                0.96632,               0.006205,               0.006205,               0.006205
                    118,                0.87852,                0.49783,                0.95619,                0.92381,                0.84677,                0.92424,                0.69267,                0.83282,                0.44569,                0.96125,               0.006172,               0.006172,               0.006172
                    119,                0.88348,                0.50696,                0.95219,                0.93199,                0.83586,                  0.919,                0.68856,                0.83409,                0.44582,                0.96044,               0.006139,               0.006139,               0.006139
                    120,                0.88873,                0.51179,                0.96162,                0.92568,                 0.8438,                0.92223,                0.68973,                0.83411,                0.44196,                0.95949,               0.006106,               0.006106,               0.006106
                    121,                0.89242,                0.51421,                0.96312,                0.92493,                0.84915,                0.92489,                0.69205,                0.83762,                0.44336,                0.96318,               0.006073,               0.006073,               0.006073
                    122,                0.87562,                0.49839,                0.94908,                0.91603,                0.85689,                0.92485,                0.69588,                0.83177,                0.44547,                0.96156,                0.00604,                0.00604,                0.00604
                    123,                0.89315,                0.50515,                  0.955,                0.93033,                0.83755,                0.92511,                0.68584,                0.85448,                0.44804,                 0.9665,               0.006007,               0.006007,               0.006007
                    124,                0.87441,                0.50055,                0.95848,                0.91395,                0.85481,                0.92319,                0.69243,                0.83947,                0.44422,                0.96342,               0.005974,               0.005974,               0.005974
                    125,                0.85528,                0.48738,                0.94687,                0.92861,                 0.8437,                0.92236,                0.68832,                0.84331,                0.44473,                0.96309,               0.005941,               0.005941,               0.005941
                    126,                0.88472,                0.49813,                0.95174,                0.91992,                0.85094,                0.92397,                 0.6891,                0.84428,                0.44368,                 0.9637,               0.005908,               0.005908,               0.005908
                    127,                0.86994,                0.49277,                0.95006,                0.91394,                0.85748,                0.92519,                0.68912,                0.84546,                0.44489,                0.96259,               0.005875,               0.005875,               0.005875
                    128,                0.86436,                0.48694,                0.94239,                0.91984,                  0.857,                0.92705,                 0.6934,                0.83971,                0.44144,                0.96024,               0.005842,               0.005842,               0.005842
                    129,                0.87139,                0.49675,                0.95318,                0.90934,                0.86403,                0.92954,                0.69842,                0.83166,                0.43743,                0.95685,               0.005809,               0.005809,               0.005809
                    130,                0.86175,                0.49054,                0.94779,                 0.9274,                0.84856,                0.92828,                0.69841,                0.83446,                0.43688,                0.95635,               0.005776,               0.005776,               0.005776
                    131,                0.87731,                0.49322,                0.95274,                0.93035,                0.84251,                0.93016,                0.69577,                0.84268,                0.43894,                0.96018,               0.005743,               0.005743,               0.005743
                    132,                0.87264,                0.49309,                0.95559,                0.90746,                0.86071,                0.92878,                0.70023,                0.83076,                0.43766,                0.95669,                0.00571,                0.00571,                0.00571
